case_id,run_tag,runtime_enabled,control_mode,case_role,hotspot_driver_status,hotspot_temperature_source,runtime_state_source,thermal_input_source_kind,hotspot_threshold_c,hotspot_threshold_source,runtime_peak_temperature_c,hotspot_peak_temperature_c,hotspot_peak_delta_c,runtime_avg_temperature_c,hotspot_avg_temperature_c,hotspot_avg_delta_c,runtime_hotspot_block_count,hotspot_block_count,hotspot_block_delta,runtime_hotspot_layer_count,hotspot_layer_count,hotspot_layer_delta
full_3d_snn_window,native_dense_fixed_step_4_10us,False,observe_only,calibration_only,ran,hotspot_steady_temp,online_rc_estimator,,70.0,effective_config.thermal.hotspot_threshold_c,47.955010938,45.03000000000003,2.9250109379999714,46.16823261720838,45.02776041666669,1.1404722005416943,0,0,0,0,0,0
full_3d_snn_window_gating_event_synth,native_dense_fixed_step_4_10us,False,observe_only,calibration_only,ran,hotspot_steady_temp,online_rc_estimator,,70.0,effective_config.thermal.hotspot_threshold_c,47.955010938,45.03000000000003,2.9250109379999714,46.16823261720838,45.02776041666669,1.1404722005416943,0,0,0,0,0,0
full_3d_snn_window_monolithic_proxy,native_dense_fixed_step_4_10us,False,observe_only,calibration_only,ran,hotspot_steady_temp,online_rc_estimator,,70.0,effective_config.thermal.hotspot_threshold_c,47.4041625,45.02000000000004,2.3841624999999596,45.99489010416664,45.02000000000023,0.9748901041664126,0,0,0,0,0,0
