matrix_group,compare_kind,run_tag,row_family,base_case_id,compare_case_id,progression_signature,window_route_anchor_axis,runtime_compare_anchor_axis,dominant_endpoint_pressure_side,pe_nic_pressure_score,synapse_pressure_score,dominant_memory_axis,dominant_memory_axis_raw_value,dominant_memory_axis_score,dominant_backlog_region,dominant_home_access_class,dataflow_controller_alignment_transition,same_controller_overlap_delta,same_stack_overlap_delta,joint_interpretation
,traffic_mem_monolithic_vs_hbm,native_dense_fixed_step_4_10us,route_memory_joint_pressure,full_3d_snn_window,full_3d_snn_window_monolithic_proxy,stable_or_zero -> unavailable -> unavailable,stable_or_zero,unavailable,unavailable,0,0,reliability_penalty,0.12856096540178574,1285.6096540178573,unavailable,,stable,0,0,"traffic_mem_monolithic_vs_hbm is dominated by unavailable endpoint pressure, reliability_penalty on the memory side, backlog centered on unavailable, home-access=unavailable, and same-controller overlap stays flat."
