matrix_group,compare_kind,run_tag,base_case_id,compare_case_id,dataflow_controller_alignment_transition,dataflow_controller_alignment_rank_delta,memory_requests_per_completed_step_delta,stall_on_step_gate_cycles_per_completed_step_delta,pe_nic_dominant_controller_outstanding_requests_accum_delta,synapse_dominant_controller_outstanding_requests_accum_delta,pe_nic_dominant_controller_cycles_attempted_issue_but_rejected_delta,synapse_dominant_controller_cycles_attempted_issue_but_rejected_delta,pe_nic_real_home_path_service_deficit_total_delta,synapse_real_home_path_service_deficit_total_delta,base_pe_nic_real_home_path_dominant_stage,compare_pe_nic_real_home_path_dominant_stage,base_synapse_real_home_path_dominant_stage,compare_synapse_real_home_path_dominant_stage,controller_outstanding_delta_total,controller_issue_reject_delta_total,real_home_path_service_deficit_total_delta,pe_nic_real_home_path_stage_transition,synapse_real_home_path_stage_transition,dominant_mechanism_axis
window_route,,native_dense_fixed_step_4_10us,full_3d_snn_window,full_3d_snn_window_bundle_v3,stable,0,0.0,0.0,0,0,0,0,0,0,metadata_lookup,metadata_lookup,synapse_gather,synapse_gather,0,0,0,metadata_lookup->metadata_lookup,synapse_gather->synapse_gather,stable_or_zero
