seq,event,acc_updates,posts_touched,hwm_bytes,spill_records,spilled_bytes,spikes_emitted
11,BeginApply,0,0,0,0,0,0
10,EndApply,0,0,0,0,0,0
12,BeginApply,0,0,0,0,0,0
11,EndScatter,0,0,0,0,0,0
11,EndApply,0,0,0,0,0,0
10,EndScatter,0,0,0,0,0,0
12,EndApply,0,0,0,0,0,0
10,BeginApply,0,0,0,0,0,0
13,BeginApply,0,0,0,0,0,0
11,EndScatter,0,0,0,0,0,0
12,EndScatter,0,0,0,0,0,0
10,EndApply,0,0,0,0,0,0
10,BeginApply,0,0,0,0,0,0
10,BeginApply,0,0,0,0,0,0
13,EndApply,0,0,0,0,0,0
11,BeginApply,0,0,0,0,0,0
14,BeginApply,0,0,0,0,0,0
10,EndScatter,0,0,0,0,0,0
10,EndApply,0,0,0,0,0,0
10,EndApply,0,0,0,0,0,0
13,EndScatter,0,0,0,0,0,0
11,EndApply,0,0,0,0,0,0
14,EndApply,0,0,0,0,0,0
11,BeginApply,0,0,0,0,0,0
11,BeginApply,0,0,0,0,0,0
12,BeginApply,0,0,0,0,0,0
15,BeginApply,0,0,0,0,0,0
10,EndScatter,0,0,0,0,0,0
13,BeginApply,0,0,0,0,0,0
14,BeginApply,0,0,0,0,0,0
10,EndScatter,0,0,0,0,0,0
11,EndScatter,0,0,0,0,0,0
14,EndScatter,0,0,0,0,0,0
11,EndApply,0,0,0,0,0,0
11,EndApply,0,0,0,0,0,0
12,EndApply,0,0,0,0,0,0
15,EndApply,0,0,0,0,0,0
13,EndApply,0,0,0,0,0,0
12,BeginApply,0,0,0,0,0,0
14,EndApply,0,0,0,0,0,0
11,EndScatter,0,0,0,0,0,0
11,BeginApply,0,0,0,0,0,0
11,EndScatter,0,0,0,0,0,0
12,EndScatter,0,0,0,0,0,0
15,EndScatter,0,0,0,0,0,0
13,EndScatter,0,0,0,0,0,0
12,EndApply,0,0,0,0,0,0
14,EndScatter,0,0,0,0,0,0
12,BeginApply,0,0,0,0,0,0
11,EndApply,0,0,0,0,0,0
13,BeginApply,0,0,0,0,0,0
12,EndScatter,0,0,0,0,0,0
12,EndApply,0,0,0,0,0,0
11,EndScatter,0,0,0,0,0,0
13,EndApply,0,0,0,0,0,0
11,BeginApply,0,0,0,0,0,0
14,BeginApply,0,0,0,0,0,0
12,EndScatter,0,0,0,0,0,0
13,EndScatter,0,0,0,0,0,0
11,EndApply,512,1,16,0,0,0
11,BeginScatter,512,1,16,0,0,0
11,BeginApply,0,0,0,0,0,0
11,BeginApply,0,0,0,0,0,0
14,EndApply,0,0,0,0,0,0
12,BeginApply,0,0,0,0,0,0
15,BeginApply,0,0,0,0,0,0
11,EndScatter,512,1,16,0,0,0
11,EndApply,512,1,16,0,0,0
11,BeginScatter,512,1,16,0,0,0
11,EndApply,0,0,0,0,0,0
14,EndScatter,0,0,0,0,0,0
12,EndApply,0,0,0,0,0,0
15,EndApply,0,0,0,0,0,0
12,BeginApply,0,0,0,0,0,0
12,BeginApply,0,0,0,0,0,0
13,BeginApply,0,0,0,0,0,0
16,BeginApply,0,0,0,0,0,0
11,EndScatter,512,1,16,0,0,0
14,BeginApply,0,0,0,0,0,0
15,BeginApply,0,0,0,0,0,0
11,EndScatter,0,0,0,0,0,0
12,EndScatter,0,0,0,0,0,0
15,EndScatter,0,0,0,0,0,0
12,EndApply,0,0,0,0,0,0
12,EndApply,0,0,0,0,0,0
13,EndApply,0,0,0,0,0,0
16,EndApply,0,0,0,0,0,0
14,EndApply,0,0,0,0,0,0
13,BeginApply,0,0,0,0,0,0
15,EndApply,0,0,0,0,0,0
12,EndScatter,0,0,0,0,0,0
12,BeginApply,0,0,0,0,0,0
12,EndScatter,0,0,0,0,0,0
13,EndScatter,0,0,0,0,0,0
16,EndScatter,0,0,0,0,0,0
14,EndScatter,0,0,0,0,0,0
13,EndApply,0,0,0,0,0,0
15,EndScatter,0,0,0,0,0,0
13,BeginApply,0,0,0,0,0,0
12,EndApply,0,0,0,0,0,0
14,BeginApply,0,0,0,0,0,0
13,EndScatter,0,0,0,0,0,0
13,EndApply,0,0,0,0,0,0
12,EndScatter,0,0,0,0,0,0
14,EndApply,0,0,0,0,0,0
12,BeginApply,0,0,0,0,0,0
15,BeginApply,0,0,0,0,0,0
13,EndScatter,0,0,0,0,0,0
14,EndScatter,0,0,0,0,0,0
12,EndApply,0,0,0,0,0,0
12,BeginApply,0,0,0,0,0,0
12,BeginApply,0,0,0,0,0,0
15,EndApply,0,0,0,0,0,0
13,BeginApply,0,0,0,0,0,0
16,BeginApply,0,0,0,0,0,0
12,EndScatter,0,0,0,0,0,0
12,EndApply,0,0,0,0,0,0
12,EndApply,0,0,0,0,0,0
15,EndScatter,0,0,0,0,0,0
13,EndApply,0,0,0,0,0,0
16,EndApply,0,0,0,0,0,0
13,BeginApply,0,0,0,0,0,0
13,BeginApply,0,0,0,0,0,0
14,BeginApply,0,0,0,0,0,0
17,BeginApply,0,0,0,0,0,0
12,EndScatter,0,0,0,0,0,0
15,BeginApply,0,0,0,0,0,0
16,BeginApply,0,0,0,0,0,0
12,EndScatter,0,0,0,0,0,0
13,EndScatter,0,0,0,0,0,0
16,EndScatter,0,0,0,0,0,0
13,EndApply,0,0,0,0,0,0
13,EndApply,0,0,0,0,0,0
