case_id,run_tag,runtime_enabled,control_mode,case_role,hotspot_driver_status,hotspot_temperature_source,runtime_state_source,thermal_input_source_kind,hotspot_threshold_c,hotspot_threshold_source,runtime_peak_temperature_c,hotspot_peak_temperature_c,hotspot_peak_delta_c,runtime_avg_temperature_c,hotspot_avg_temperature_c,hotspot_avg_delta_c,runtime_hotspot_block_count,hotspot_block_count,hotspot_block_delta,runtime_hotspot_layer_count,hotspot_layer_count,hotspot_layer_delta
full_3d_runtime_adaptive,archsum_matrix_smoke,True,adaptive_control,runtime_smoke,ran,hotspot_steady_temp,online_rc_estimator,,70.0,effective_config.thermal.hotspot_threshold_c,48.313510937000004,45.03000000000003,3.283510936999974,46.304185742187514,45.029999999999966,1.274185742187548,0,0,0,0,0,0
full_3d_thermal_guard,archsum_matrix_smoke,False,observe_only,runtime_smoke,ran,hotspot_steady_temp,online_rc_estimator,,70.0,effective_config.thermal.hotspot_threshold_c,48.039034375,45.03000000000003,3.0090343749999704,46.03768183593747,45.02036458333355,1.0173172526039167,0,0,0,0,0,0
