case_id,case_label,run_tag,mesh_shape,noc_component,memory_kind,memory_model_family,status,runtime_enabled,control_mode,case_role,mapping_policy,mapping_score,same_home_stack_ratio,vertical_target_ratio,vertical_hops_ratio,remote_home_ratio,route_memory_overlap,vertical_link_pressure,thermal_hotspot_score,stack_hotspot_penalty,vertical_bandwidth_budget,tsv_miv_budget_pressure,power_density_score,reliability_penalty,runtime_policy,runtime_signal_source,thermal_state_source,control_decision,control_decision_source,control_trigger_signals,observe_only,recommend_only,executed_control,thermal_input_source_kind,thermal_input_summary_path,thermal_input_window_power_samples_path,hotspot_threshold_c,hotspot_threshold_source,remap_epoch,homeroute_adjustment_count,thermal_guard_actions,peak_temperature_c,avg_temperature_c,vertical_gradient_c,hotspot_block_count,hotspot_layer_count,thermal_replay_sample_count,hotspot_driver_status,hotspot_model_type,hotspot_temperature_source,hotspot_peak_temperature_c,hotspot_avg_temperature_c,hotspot_peak_delta_c,hotspot_avg_delta_c,hotspot_block_delta,hotspot_layer_delta,route_thermal_coupling_score,memory_thermal_coupling_proxy,route_barrier_coupling_proxy,memory_barrier_coupling_proxy,closed_loop_candidate,memory_requests_total,tx_packets_total,rx_packets_total,memory_probe_rows_total
baseline_2d,Baseline 2D,mainline_blueprint_smoke,4x4x1,SnnDL.MulticastRouter,legacy_per_pe,legacy_per_pe,composed,False,observe_only,calibration_only,z_mirror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,disabled,disabled,thermal_hooks,disabled,,[],True,False,False,runtime_observability_only,,,70.0,effective_config.thermal.hotspot_threshold_c,0,0,0,0.0,0.0,0.0,0,0,0,disabled,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,0,0,0,0
memory_only_3d,Memory-Only 3D,mainline_blueprint_smoke,4x4x2,SnnDL.MulticastRouter,hbm_like,hbm_like,composed,False,observe_only,calibration_only,xy_neighbor,-0.75,0.5,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.0,0.0,1.5625,0.253125,disabled,disabled,thermal_hooks,disabled,,[],True,False,False,runtime_observability_only,,,70.0,effective_config.thermal.hotspot_threshold_c,0,0,0,0.0,0.0,0.0,0,0,0,disabled,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,0,0,0,0
noc_only_3d,NoC-Only 3D,mainline_blueprint_smoke,4x4x2,SnnDL.MulticastRouter3DNative,legacy_per_pe,legacy_per_pe,composed,False,observe_only,calibration_only,z_mirror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,disabled,disabled,thermal_hooks,disabled,,[],True,False,False,runtime_observability_only,,,70.0,effective_config.thermal.hotspot_threshold_c,0,0,0,0.0,0.0,0.0,0,0,0,disabled,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,0,0,0,0
full_3d,Full 3D,mainline_blueprint_smoke,4x4x2,SnnDL.MulticastRouter3DNative,hbm_like,hbm_like,composed,False,observe_only,calibration_only,z_blind,-0.75,0.5,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.0,0.0,1.5625,0.253125,disabled,disabled,online_rc_estimator,disabled,,[],True,False,False,local_hotspot_sidecar,/home/xgy/remote/snn3dexp/runs/full_3d/mainline_blueprint_smoke/thermal_sidecar/summary/thermal_summary.json,/home/xgy/remote/snn3dexp/runs/full_3d/mainline_blueprint_smoke/thermal_sidecar/summary/window_power_samples.jsonl,70.0,effective_config.thermal.hotspot_threshold_c,0,0,0,46.801875,45.79454583333335,0.0,0,0,1,ran,grid,hotspot_steady_temp,45.02000000000004,45.02000000000023,1.781874999999964,0.7745458333331214,0,0,0.0,0.0,0.0,0.0,False,0,0,0,0
full_3d_monolithic_proxy,Full 3D + Monolithic Proxy,mainline_blueprint_smoke,4x4x2,SnnDL.MulticastRouter3DNative,monolithic_like,monolithic_like,composed,False,observe_only,calibration_only,3d_aware,-0.46875,0.5,0.25,0.0,0.0,0.0,0.15,1.25,0.5,3.5,0.05357142857142857,2.1875,0.5638392857142858,disabled,disabled,thermal_hooks,disabled,,[],True,False,False,runtime_observability_only,,,70.0,effective_config.thermal.hotspot_threshold_c,0,0,0,0.0,0.0,0.0,0,0,0,disabled,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,0,0,0,0
full_3d_tile_bundle_v3,Full 3D + Tile Bundle v3,mainline_blueprint_smoke,4x4x2,SnnDL.MulticastRouter3DNative,hbm_like,hbm_like,composed,True,adaptive_control,calibration_only,3d_aware,0.0234375,0.90625,0.40625,0.0,0.0,0.0,0.24375,1.25,0.25,2.0,0.17138671875,1.7578125,0.4352783203125,adaptive_3d,predictive_static,thermal_hooks,executed_control,hybrid,"['route_memory_overlap', 'stack_hotspot_penalty', 'vertical_link_pressure']",False,False,True,runtime_observability_only,,,70.0,effective_config.thermal.hotspot_threshold_c,256,2,2,0.0,0.0,0.0,0,0,0,disabled,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,0,0,0,0
full_3d_runtime_adaptive,Full 3D + Runtime Adaptive,mainline_blueprint_smoke,4x4x2,SnnDL.MulticastRouter3DNative,hbm_like,hbm_like,composed,True,adaptive_control,calibration_only,3d_aware,0.0234375,0.90625,0.40625,0.0,0.0,0.0,0.24375,1.25,0.25,2.0,0.17138671875,1.7578125,0.4352783203125,adaptive_3d,predictive_static,online_rc_estimator,executed_control,hybrid,"['route_memory_overlap', 'stack_hotspot_penalty', 'vertical_link_pressure']",False,False,True,local_hotspot_sidecar,/home/xgy/remote/snn3dexp/runs/full_3d_runtime_adaptive/mainline_blueprint_smoke/thermal_sidecar/summary/thermal_summary.json,/home/xgy/remote/snn3dexp/runs/full_3d_runtime_adaptive/mainline_blueprint_smoke/thermal_sidecar/summary/window_power_samples.jsonl,70.0,effective_config.thermal.hotspot_threshold_c,256,2,2,48.313510937000004,46.304185742187514,0.0,0,0,1,ran,grid,hotspot_steady_temp,45.03000000000003,45.029999999999966,3.283510936999974,1.274185742187548,0,0,0.0,0.0,0.0,0.0,False,0,0,0,0
