case_id,run_tag,runtime_enabled,control_mode,case_role,hotspot_driver_status,hotspot_temperature_source,runtime_state_source,thermal_input_source_kind,hotspot_threshold_c,hotspot_threshold_source,runtime_peak_temperature_c,hotspot_peak_temperature_c,hotspot_peak_delta_c,runtime_avg_temperature_c,hotspot_avg_temperature_c,hotspot_avg_delta_c,runtime_hotspot_block_count,hotspot_block_count,hotspot_block_delta,runtime_hotspot_layer_count,hotspot_layer_count,hotspot_layer_delta
full_3d,mainline_blueprint_smoke,False,observe_only,calibration_only,ran,hotspot_steady_temp,online_rc_estimator,,70.0,effective_config.thermal.hotspot_threshold_c,46.801875,45.02000000000004,1.781874999999964,45.79454583333335,45.02000000000023,0.7745458333331214,0,0,0,0,0,0
full_3d_runtime_adaptive,mainline_blueprint_smoke,True,adaptive_control,calibration_only,ran,hotspot_steady_temp,online_rc_estimator,,70.0,effective_config.thermal.hotspot_threshold_c,48.313510937000004,45.03000000000003,3.283510936999974,46.304185742187514,45.029999999999966,1.274185742187548,0,0,0,0,0,0
