window_id,payload_bytes,bursts,inflight_peak,buffer_max_bytes
26,0,0,23,0
27,0,0,25,0
27,0,0,24,0
27,0,0,25,0
27,0,0,24,0
27,0,0,25,0
27,0,0,25,0
27,0,0,24,0
27,0,0,24,0
27,0,0,24,0
27,0,0,24,0
27,0,0,24,0
27,0,0,24,0
27,0,0,24,0
27,0,0,23,0
27,0,0,21,0
27,0,0,25,0
27,0,0,25,0
27,0,0,23,0
27,0,0,24,0
27,0,0,23,0
28,0,0,25,0
28,0,0,24,0
28,0,0,25,0
28,0,0,24,0
28,0,0,25,0
28,0,0,25,0
28,0,0,24,0
28,0,0,24,0
28,0,0,24,0
28,0,0,24,0
28,0,0,24,0
28,0,0,24,0
28,0,0,24,0
28,0,0,23,0
28,0,0,21,0
28,0,0,25,0
28,0,0,25,0
28,0,0,23,0
28,0,0,24,0
28,0,0,23,0
29,0,0,25,0
29,0,0,24,0
29,0,0,25,0
29,0,0,24,0
29,0,0,25,0
29,0,0,25,0
29,0,0,24,0
29,0,0,24,0
29,0,0,24,0
29,0,0,24,0
29,0,0,24,0
29,0,0,24,0
29,0,0,24,0
29,0,0,23,0
29,0,0,21,0
29,0,0,25,0
29,0,0,25,0
29,0,0,23,0
29,0,0,24,0
29,0,0,23,0
30,0,0,25,0
30,0,0,24,0
30,0,0,25,0
30,0,0,24,0
30,0,0,25,0
30,0,0,25,0
30,0,0,24,0
30,0,0,24,0
30,0,0,24,0
30,0,0,24,0
30,0,0,24,0
30,0,0,24,0
30,0,0,24,0
30,0,0,23,0
30,0,0,21,0
30,0,0,25,0
30,0,0,25,0
30,0,0,23,0
30,0,0,24,0
30,0,0,23,0
31,0,0,25,0
31,0,0,24,0
31,0,0,25,0
31,0,0,24,0
31,0,0,25,0
31,0,0,25,0
31,0,0,24,0
31,0,0,24,0
31,0,0,24,0
31,0,0,24,0
31,0,0,24,0
31,0,0,24,0
31,0,0,24,0
31,0,0,23,0
31,0,0,21,0
31,0,0,25,0
31,0,0,25,0
31,0,0,23,0
31,0,0,24,0
31,0,0,23,0
32,0,0,25,0
32,0,0,24,0
32,0,0,25,0
32,0,0,24,0
32,0,0,25,0
32,0,0,25,0
32,0,0,24,0
32,0,0,24,0
32,0,0,24,0
32,0,0,24,0
32,0,0,24,0
32,0,0,24,0
32,0,0,24,0
32,0,0,23,0
32,0,0,21,0
32,0,0,25,0
32,0,0,25,0
32,0,0,23,0
32,0,0,24,0
32,0,0,23,0
33,0,0,25,0
33,0,0,24,0
33,0,0,25,0
33,0,0,24,0
33,0,0,25,0
33,0,0,25,0
33,0,0,24,0
33,0,0,24,0
33,0,0,24,0
33,0,0,24,0
33,0,0,24,0
33,0,0,24,0
33,0,0,24,0
33,0,0,23,0
33,0,0,21,0
33,0,0,25,0
33,0,0,25,0
33,0,0,23,0
33,0,0,24,0
33,0,0,23,0
34,0,0,25,0
34,0,0,24,0
34,0,0,25,0
34,0,0,24,0
34,0,0,25,0
34,0,0,25,0
34,0,0,24,0
34,0,0,24,0
34,0,0,24,0
34,0,0,24,0
34,0,0,24,0
34,0,0,24,0
34,0,0,24,0
34,0,0,23,0
34,0,0,21,0
34,0,0,25,0
34,0,0,25,0
34,0,0,23,0
34,0,0,24,0
34,0,0,23,0
35,0,0,25,0
35,0,0,24,0
35,0,0,25,0
35,0,0,24,0
35,0,0,25,0
35,0,0,25,0
35,0,0,24,0
35,0,0,24,0
35,0,0,24,0
35,0,0,24,0
35,0,0,24,0
35,0,0,24,0
35,0,0,24,0
35,0,0,23,0
35,0,0,21,0
35,0,0,25,0
35,0,0,25,0
35,0,0,23,0
35,0,0,24,0
35,0,0,23,0
36,0,0,25,0
36,0,0,24,0
36,0,0,25,0
36,0,0,24,0
36,0,0,25,0
36,0,0,25,0
36,0,0,24,0
36,0,0,24,0
36,0,0,24,0
36,0,0,24,0
36,0,0,24,0
36,0,0,24,0
36,0,0,24,0
36,0,0,23,0
36,0,0,21,0
36,0,0,25,0
36,0,0,25,0
36,0,0,23,0
36,0,0,24,0
36,0,0,23,0
37,0,0,25,0
37,0,0,24,0
37,0,0,25,0
37,0,0,24,0
37,0,0,25,0
37,0,0,25,0
37,0,0,24,0
37,0,0,24,0
37,0,0,24,0
37,0,0,24,0
37,0,0,24,0
37,0,0,24,0
37,0,0,24,0
37,0,0,23,0
37,0,0,21,0
37,0,0,25,0
37,0,0,25,0
37,0,0,23,0
37,0,0,24,0
37,0,0,23,0
38,0,0,25,0
38,0,0,24,0
38,0,0,25,0
38,0,0,24,0
38,0,0,25,0
38,0,0,25,0
38,0,0,24,0
38,0,0,24,0
38,0,0,24,0
38,0,0,24,0
38,0,0,24,0
38,0,0,24,0
38,0,0,24,0
38,0,0,23,0
38,0,0,21,0
38,0,0,25,0
38,0,0,25,0
38,0,0,23,0
38,0,0,24,0
38,0,0,23,0
39,0,0,25,0
39,0,0,24,0
39,0,0,25,0
39,0,0,24,0
39,0,0,25,0
39,0,0,25,0
39,0,0,24,0
39,0,0,24,0
39,0,0,24,0
39,0,0,24,0
39,0,0,24,0
39,0,0,24,0
39,0,0,24,0
39,0,0,23,0
39,0,0,21,0
39,0,0,25,0
39,0,0,25,0
39,0,0,23,0
39,0,0,24,0
39,0,0,23,0
40,0,0,25,0
40,0,0,24,0
40,0,0,25,0
40,0,0,24,0
40,0,0,25,0
40,0,0,25,0
40,0,0,24,0
40,0,0,24,0
40,0,0,24,0
40,0,0,24,0
40,0,0,24,0
40,0,0,24,0
40,0,0,24,0
40,0,0,23,0
40,0,0,21,0
40,0,0,25,0
40,0,0,25,0
40,0,0,23,0
40,0,0,24,0
40,0,0,23,0
41,0,0,25,0
41,0,0,24,0
41,0,0,25,0
41,0,0,24,0
41,0,0,25,0
41,0,0,25,0
41,0,0,24,0
41,0,0,24,0
41,0,0,24,0
41,0,0,24,0
41,0,0,24,0
41,0,0,24,0
41,0,0,24,0
41,0,0,23,0
41,0,0,21,0
41,0,0,25,0
41,0,0,25,0
41,0,0,23,0
41,0,0,24,0
41,0,0,23,0
42,0,0,25,0
42,0,0,24,0
42,0,0,25,0
42,0,0,24,0
42,0,0,25,0
42,0,0,25,0
42,0,0,24,0
42,0,0,24,0
42,0,0,24,0
42,0,0,24,0
42,0,0,24,0
42,0,0,24,0
42,0,0,24,0
42,0,0,23,0
42,0,0,21,0
42,0,0,25,0
42,0,0,25,0
42,0,0,23,0
42,0,0,24,0
42,0,0,23,0
43,0,0,25,0
43,0,0,24,0
43,0,0,25,0
43,0,0,24,0
43,0,0,25,0
43,0,0,25,0
43,0,0,24,0
43,0,0,24,0
43,0,0,24,0
43,0,0,24,0
43,0,0,24,0
43,0,0,24,0
43,0,0,24,0
43,0,0,23,0
43,0,0,21,0
43,0,0,25,0
43,0,0,25,0
43,0,0,23,0
43,0,0,24,0
43,0,0,23,0
44,0,0,25,0
44,0,0,24,0
44,0,0,25,0
44,0,0,24,0
44,0,0,25,0
44,0,0,25,0
44,0,0,24,0
44,0,0,24,0
44,0,0,24,0
44,0,0,24,0
44,0,0,24,0
44,0,0,24,0
44,0,0,24,0
44,0,0,23,0
44,0,0,21,0
44,0,0,25,0
44,0,0,25,0
44,0,0,23,0
44,0,0,24,0
44,0,0,23,0
45,0,0,25,0
45,0,0,24,0
45,0,0,25,0
45,0,0,24,0
45,0,0,25,0
45,0,0,25,0
45,0,0,24,0
45,0,0,24,0
45,0,0,24,0
45,0,0,24,0
45,0,0,24,0
45,0,0,24,0
45,0,0,24,0
45,0,0,23,0
45,0,0,21,0
45,0,0,25,0
45,0,0,25,0
45,0,0,23,0
45,0,0,24,0
45,0,0,23,0
46,0,0,25,0
46,0,0,24,0
46,0,0,25,0
46,0,0,24,0
46,0,0,25,0
46,0,0,25,0
46,0,0,24,0
46,0,0,24,0
46,0,0,24,0
46,0,0,24,0
46,0,0,24,0
46,0,0,24,0
46,0,0,24,0
46,0,0,23,0
46,0,0,21,0
46,0,0,25,0
46,0,0,25,0
46,0,0,23,0
46,0,0,24,0
46,0,0,23,0
47,0,0,25,0
47,0,0,24,0
47,0,0,25,0
47,0,0,24,0
47,0,0,25,0
47,0,0,25,0
47,0,0,24,0
47,0,0,24,0
47,0,0,24,0
47,0,0,24,0
47,0,0,24,0
47,0,0,24,0
47,0,0,24,0
47,0,0,23,0
47,0,0,21,0
47,0,0,25,0
47,0,0,25,0
47,0,0,23,0
47,0,0,24,0
47,0,0,23,0
48,0,0,25,0
48,0,0,24,0
48,0,0,25,0
48,0,0,24,0
48,0,0,25,0
48,0,0,25,0
48,0,0,24,0
48,0,0,24,0
48,0,0,24,0
48,0,0,24,0
48,0,0,24,0
48,0,0,24,0
48,0,0,24,0
48,0,0,23,0
48,0,0,21,0
48,0,0,25,0
48,0,0,25,0
48,0,0,23,0
48,0,0,24,0
48,0,0,23,0
49,0,0,25,0
49,0,0,24,0
49,0,0,25,0
49,0,0,24,0
49,0,0,25,0
49,0,0,25,0
49,0,0,24,0
49,0,0,24,0
49,0,0,24,0
49,0,0,24,0
49,0,0,24,0
49,0,0,24,0
49,0,0,24,0
49,0,0,23,0
49,0,0,21,0
49,0,0,25,0
49,0,0,25,0
49,0,0,23,0
49,0,0,24,0
49,0,0,23,0
50,0,0,25,0
50,0,0,24,0
50,0,0,25,0
50,0,0,24,0
50,0,0,25,0
50,0,0,25,0
50,0,0,24,0
50,0,0,24,0
50,0,0,24,0
50,0,0,24,0
50,0,0,24,0
50,0,0,24,0
50,0,0,24,0
50,0,0,23,0
50,0,0,21,0
50,0,0,25,0
50,0,0,25,0
50,0,0,23,0
50,0,0,24,0
50,0,0,23,0
51,0,0,25,0
51,0,0,24,0
51,0,0,25,0
51,0,0,24,0
51,0,0,25,0
51,0,0,25,0
51,0,0,24,0
51,0,0,24,0
51,0,0,24,0
51,0,0,24,0
51,0,0,24,0
51,0,0,24,0
51,0,0,24,0
51,0,0,23,0
51,0,0,21,0
51,0,0,25,0
51,0,0,25,0
51,0,0,23,0
51,0,0,24,0
51,0,0,23,0
52,0,0,25,0
52,0,0,24,0
52,0,0,25,0
52,0,0,24,0
52,0,0,25,0
52,0,0,25,0
52,0,0,24,0
52,0,0,24,0
52,0,0,24,0
52,0,0,24,0
52,0,0,24,0
52,0,0,24,0
52,0,0,24,0
52,0,0,23,0
52,0,0,21,0
52,0,0,25,0
52,0,0,25,0
52,0,0,23,0
52,0,0,24,0
52,0,0,23,0
53,0,0,25,0
53,0,0,24,0
53,0,0,25,0
53,0,0,24,0
53,0,0,25,0
53,0,0,25,0
53,0,0,24,0
53,0,0,24,0
53,0,0,24,0
53,0,0,24,0
53,0,0,24,0
53,0,0,24,0
53,0,0,24,0
53,0,0,23,0
53,0,0,21,0
53,0,0,25,0
53,0,0,25,0
53,0,0,23,0
53,0,0,24,0
53,0,0,23,0
54,0,0,25,0
54,0,0,24,0
54,0,0,25,0
54,0,0,24,0
54,0,0,25,0
54,0,0,25,0
54,0,0,24,0
54,0,0,24,0
54,0,0,24,0
54,0,0,24,0
54,0,0,24,0
54,0,0,24,0
54,0,0,24,0
54,0,0,23,0
54,0,0,21,0
54,0,0,25,0
54,0,0,25,0
54,0,0,23,0
54,0,0,24,0
54,0,0,23,0
55,0,0,25,0
55,0,0,24,0
55,0,0,25,0
55,0,0,24,0
55,0,0,25,0
55,0,0,25,0
55,0,0,24,0
55,0,0,24,0
55,0,0,24,0
55,0,0,24,0
55,0,0,24,0
55,0,0,24,0
55,0,0,24,0
55,0,0,23,0
55,0,0,21,0
55,0,0,25,0
55,0,0,25,0
55,0,0,23,0
55,0,0,24,0
55,0,0,23,0
56,0,0,25,0
56,0,0,24,0
56,0,0,25,0
56,0,0,24,0
56,0,0,25,0
56,0,0,25,0
56,0,0,24,0
56,0,0,24,0
56,0,0,24,0
56,0,0,24,0
56,0,0,24,0
56,0,0,24,0
56,0,0,24,0
56,0,0,23,0
56,0,0,21,0
56,0,0,25,0
56,0,0,25,0
56,0,0,23,0
56,0,0,24,0
56,0,0,23,0
57,0,0,25,0
57,0,0,24,0
57,0,0,25,0
57,0,0,24,0
57,0,0,25,0
57,0,0,25,0
57,0,0,24,0
57,0,0,24,0
57,0,0,24,0
57,0,0,24,0
57,0,0,24,0
57,0,0,24,0
57,0,0,24,0
57,0,0,23,0
57,0,0,21,0
57,0,0,25,0
57,0,0,25,0
57,0,0,23,0
57,0,0,24,0
57,0,0,23,0
58,0,0,25,0
58,0,0,24,0
58,0,0,25,0
58,0,0,24,0
58,0,0,25,0
58,0,0,25,0
58,0,0,24,0
58,0,0,24,0
58,0,0,24,0
58,0,0,24,0
58,0,0,24,0
58,0,0,24,0
58,0,0,24,0
58,0,0,23,0
58,0,0,21,0
58,0,0,25,0
58,0,0,25,0
58,0,0,23,0
58,0,0,24,0
58,0,0,23,0
59,0,0,25,0
59,0,0,24,0
59,0,0,25,0
59,0,0,24,0
59,0,0,25,0
59,0,0,25,0
59,0,0,24,0
59,0,0,24,0
59,0,0,24,0
59,0,0,24,0
59,0,0,24,0
59,0,0,24,0
59,0,0,24,0
59,0,0,23,0
59,0,0,21,0
59,0,0,25,0
59,0,0,25,0
59,0,0,23,0
59,0,0,24,0
59,0,0,23,0
60,0,0,25,0
60,0,0,24,0
60,0,0,25,0
60,0,0,24,0
60,0,0,25,0
60,0,0,25,0
60,0,0,24,0
60,0,0,24,0
60,0,0,24,0
60,0,0,24,0
60,0,0,24,0
60,0,0,24,0
60,0,0,24,0
60,0,0,23,0
60,0,0,21,0
60,0,0,25,0
60,0,0,25,0
60,0,0,23,0
60,0,0,24,0
60,0,0,23,0
61,0,0,25,0
61,0,0,24,0
61,0,0,25,0
61,0,0,24,0
61,0,0,25,0
61,0,0,25,0
61,0,0,24,0
61,0,0,24,0
61,0,0,24,0
61,0,0,24,0
61,0,0,24,0
61,0,0,24,0
61,0,0,24,0
61,0,0,23,0
61,0,0,21,0
61,0,0,25,0
61,0,0,25,0
61,0,0,23,0
61,0,0,24,0
61,0,0,23,0
62,0,0,25,0
62,0,0,24,0
62,0,0,25,0
62,0,0,24,0
62,0,0,25,0
62,0,0,25,0
62,0,0,24,0
62,0,0,24,0
62,0,0,24,0
62,0,0,24,0
62,0,0,24,0
62,0,0,24,0
62,0,0,24,0
62,0,0,23,0
62,0,0,21,0
62,0,0,25,0
62,0,0,25,0
62,0,0,23,0
62,0,0,24,0
62,0,0,23,0
63,0,0,25,0
63,0,0,24,0
63,0,0,25,0
63,0,0,24,0
63,0,0,25,0
63,0,0,25,0
63,0,0,24,0
63,0,0,24,0
63,0,0,24,0
63,0,0,24,0
63,0,0,24,0
63,0,0,24,0
63,0,0,24,0
63,0,0,23,0
63,0,0,21,0
63,0,0,25,0
63,0,0,25,0
63,0,0,23,0
63,0,0,24,0
63,0,0,23,0
64,0,0,25,0
64,0,0,24,0
64,0,0,25,0
64,0,0,24,0
64,0,0,25,0
64,0,0,25,0
64,0,0,24,0
64,0,0,24,0
64,0,0,24,0
64,0,0,24,0
64,0,0,24,0
64,0,0,24,0
64,0,0,24,0
64,0,0,23,0
64,0,0,21,0
64,0,0,25,0
64,0,0,25,0
64,0,0,23,0
64,0,0,24,0
64,0,0,23,0
65,0,0,25,0
65,0,0,24,0
65,0,0,25,0
65,0,0,24,0
65,0,0,25,0
65,0,0,25,0
65,0,0,24,0
65,0,0,24,0
65,0,0,24,0
65,0,0,24,0
65,0,0,24,0
65,0,0,24,0
65,0,0,24,0
65,0,0,23,0
65,0,0,21,0
65,0,0,25,0
65,0,0,25,0
65,0,0,23,0
65,0,0,24,0
65,0,0,23,0
66,0,0,25,0
66,0,0,24,0
66,0,0,25,0
66,0,0,24,0
66,0,0,25,0
66,0,0,25,0
66,0,0,24,0
66,0,0,24,0
66,0,0,24,0
66,0,0,24,0
66,0,0,24,0
66,0,0,24,0
66,0,0,24,0
66,0,0,23,0
66,0,0,21,0
66,0,0,25,0
66,0,0,25,0
66,0,0,23,0
66,0,0,24,0
66,0,0,23,0
67,0,0,25,0
67,0,0,24,0
67,0,0,25,0
67,0,0,24,0
67,0,0,25,0
67,0,0,25,0
67,0,0,24,0
67,0,0,24,0
67,0,0,24,0
67,0,0,24,0
67,0,0,24,0
67,0,0,24,0
67,0,0,24,0
67,0,0,23,0
67,0,0,21,0
67,0,0,25,0
67,0,0,25,0
67,0,0,23,0
67,0,0,24,0
67,0,0,23,0
68,0,0,25,0
68,0,0,24,0
68,0,0,25,0
68,0,0,24,0
68,0,0,25,0
68,0,0,25,0
68,0,0,24,0
68,0,0,24,0
68,0,0,24,0
68,0,0,24,0
68,0,0,24,0
68,0,0,24,0
68,0,0,24,0
68,0,0,23,0
68,0,0,21,0
68,0,0,25,0
68,0,0,25,0
68,0,0,23,0
68,0,0,24,0
68,0,0,23,0
69,0,0,25,0
69,0,0,24,0
69,0,0,25,0
69,0,0,24,0
69,0,0,25,0
69,0,0,25,0
69,0,0,24,0
69,0,0,24,0
69,0,0,24,0
69,0,0,24,0
69,0,0,24,0
69,0,0,24,0
69,0,0,24,0
69,0,0,23,0
69,0,0,21,0
69,0,0,25,0
69,0,0,25,0
69,0,0,23,0
69,0,0,24,0
69,0,0,23,0
70,0,0,25,0
70,0,0,24,0
70,0,0,25,0
70,0,0,24,0
70,0,0,25,0
70,0,0,25,0
70,0,0,24,0
70,0,0,24,0
70,0,0,24,0
70,0,0,24,0
70,0,0,24,0
70,0,0,24,0
70,0,0,24,0
70,0,0,23,0
70,0,0,21,0
70,0,0,25,0
