matrix_group,compare_kind,run_tag,row_family,runtime_compare_kind,route_compare_kind,route_compare_case_id,route_dominant_memory_axis,route_controller_pressure_narrative,route_memory_pressure_proxy_source,compare_control_decision,compare_control_decision_source,compare_control_trigger_signals_csv,trigger_alignment,action_effect_classification,action_effect_score,action_effect_evidence,dominant_runtime_axis,memory_thermal_coupling_proxy_delta,memory_barrier_coupling_proxy_delta,homeroute_adjustment_count_delta,thermal_guard_actions_delta,closure_interpretation
,,,runtime_control_closure,runtime_adaptive_vs_full_3d,traffic_mem_bundle_vs_direct,full_3d_tile_bundle_v3,controller_service_deficit_proxy,"controller service-deficit proxy (source=service_deficit->service_deficit, backpressure-delta=0.199, composite-delta=340.500)",service_deficit,executed_control,hybrid,memory_barrier_coupling_proxy|memory_thermal_coupling_proxy|route_memory_overlap|vertical_link_pressure,controller_pressure_to_memory_coupling_trigger,beneficial,3.5,aligned_runtime_control_with_visible_actions,memory_barrier_coupling_proxy,-22.633134478144513,69704.0,2.0,2.0,"pressure -> runtime decision -> outcome: traffic_mem_bundle_vs_direct exposes controller service-deficit proxy (source=service_deficit->service_deficit, backpressure-delta=0.199, composite-delta=340.500); runtime runtime_adaptive_vs_full_3d selects executed_control via hybrid, triggers=memory_barrier_coupling_proxy|memory_thermal_coupling_proxy|route_memory_overlap|vertical_link_pressure, and lands on memory_barrier_coupling_proxy (memory_thermal_delta=-22.633, memory_barrier_delta=69704.000, homeroute_delta=2.000, thermal_guard_delta=2.000); alignment=controller_pressure_to_memory_coupling_trigger; effect=beneficial (aligned_runtime_control_with_visible_actions)."
