matrix_group,compare_kind,run_tag,row_family,runtime_compare_kind,route_compare_kind,route_compare_case_id,route_dominant_memory_axis,route_controller_pressure_narrative,route_memory_pressure_proxy_source,compare_control_decision,compare_control_decision_source,compare_control_trigger_signals_csv,trigger_alignment,action_effect_classification,action_effect_score,action_effect_evidence,dominant_runtime_axis,memory_thermal_coupling_proxy_delta,memory_barrier_coupling_proxy_delta,homeroute_adjustment_count_delta,thermal_guard_actions_delta,closure_interpretation
,,,runtime_control_closure,runtime_adaptive_vs_full_3d,traffic_mem_monolithic_vs_hbm,full_3d_monolithic_proxy,controller_memory_pressure_proxy,"backpressure-backed composite (source=backpressure->backpressure, backpressure-delta=-5.021, composite-delta=-5.021)",backpressure,executed_control,hybrid,memory_barrier_coupling_proxy|memory_thermal_coupling_proxy|route_memory_overlap|route_memory_overlap_mode|vertical_link_pressure,controller_pressure_to_memory_coupling_trigger,beneficial,3.5,aligned_runtime_control_with_visible_actions,memory_barrier_coupling_proxy,-0.1724321052631579,69704.0,1.0,2.0,"pressure -> runtime decision -> outcome: traffic_mem_monolithic_vs_hbm exposes backpressure-backed composite (source=backpressure->backpressure, backpressure-delta=-5.021, composite-delta=-5.021); runtime runtime_adaptive_vs_full_3d selects executed_control via hybrid, triggers=memory_barrier_coupling_proxy|memory_thermal_coupling_proxy|route_memory_overlap|route_memory_overlap_mode|vertical_link_pressure, and lands on memory_barrier_coupling_proxy (memory_thermal_delta=-0.172, memory_barrier_delta=69704.000, homeroute_delta=1.000, thermal_guard_delta=2.000); alignment=controller_pressure_to_memory_coupling_trigger; effect=beneficial (aligned_runtime_control_with_visible_actions)."
