ComponentName,StatisticName,StatisticSubId,StatisticType,SimTime,Rank,BinsMinValue.u64,BinsMaxValue.u64,BinWidth.u32,TotalNumBins.u32,Sum.u64,SumSQ.u64,NumActiveBins.u32,NumItemsCollected.u64,NumItemsBinned.u64,NumOutOfBounds-MinValue.u64,NumOutOfBounds-MaxValue.u64,Bin0:0-0.u64,Bin1:1-1.u64,Bin2:2-2.u64,Bin3:3-3.u64,Bin4:4-4.u64,Bin5:5-5.u64,Bin6:6-6.u64,Bin7:7-7.u64,Bin8:8-8.u64,Bin9:9-9.u64,Bin10:10-10.u64,Bin11:11-11.u64,Bin12:12-12.u64,Bin13:13-13.u64,Bin14:14-14.u64,Bin15:15-15.u64,Bin16:16-16.u64,Bin17:17-17.u64,Bin18:18-18.u64,Bin19:19-19.u64,Bin20:20-20.u64,Bin21:21-21.u64,Bin22:22-22.u64,Bin23:23-23.u64,Bin24:24-24.u64,Bin25:25-25.u64,Bin26:26-26.u64,Bin27:27-27.u64,Bin28:28-28.u64,Bin29:29-29.u64,Bin30:30-30.u64,Bin31:31-31.u64,Bin32:32-32.u64,Bin33:33-33.u64,Bin34:34-34.u64,Bin35:35-35.u64,Bin36:36-36.u64,Bin37:37-37.u64,Bin38:38-38.u64,Bin39:39-39.u64,Bin40:40-40.u64,Bin41:41-41.u64,Bin42:42-42.u64,Bin43:43-43.u64,Bin44:44-44.u64,Bin45:45-45.u64,Bin46:46-46.u64,Bin47:47-47.u64,Bin48:48-48.u64,Bin49:49-49.u64,Bin50:50-50.u64,Bin51:51-51.u64,Bin52:52-52.u64,Bin53:53-53.u64,Bin54:54-54.u64,Bin55:55-55.u64,Bin56:56-56.u64,Bin57:57-57.u64,Bin58:58-58.u64,Bin59:59-59.u64,Bin60:60-60.u64,Bin61:61-61.u64,Bin62:62-62.u64,Bin63:63-63.u64,Count.u64,Min.u64,Max.u64,Bin0:0-63.u64,Bin1:64-127.u64,Bin2:128-191.u64,Bin3:192-255.u64,Bin4:256-319.u64,Bin5:320-383.u64,Bin6:384-447.u64,Bin7:448-511.u64,Bin8:512-575.u64,Bin9:576-639.u64,Bin10:640-703.u64,Bin11:704-767.u64,Bin12:768-831.u64,Bin13:832-895.u64,Bin14:896-959.u64,Bin15:960-1023.u64,Bin16:1024-1087.u64,Bin17:1088-1151.u64,Bin18:1152-1215.u64,Bin19:1216-1279.u64,Bin20:1280-1343.u64,Bin21:1344-1407.u64,Bin22:1408-1471.u64,Bin23:1472-1535.u64,Bin24:1536-1599.u64,Bin25:1600-1663.u64,Bin26:1664-1727.u64,Bin27:1728-1791.u64,Bin28:1792-1855.u64,Bin29:1856-1919.u64,Bin30:1920-1983.u64,Bin31:1984-2047.u64,Sum.f64,SumSQ.f64,Min.f64,Max.f64,Bin0:0-3.u64,Bin1:4-7.u64,Bin2:8-11.u64,Bin3:12-15.u64,Bin4:16-19.u64,Bin5:20-23.u64,Bin6:24-27.u64,Bin7:28-31.u64,Bin8:32-35.u64,Bin9:36-39.u64,Bin10:40-43.u64,Bin11:44-47.u64,Bin12:48-51.u64,Bin13:52-55.u64,Bin14:56-59.u64,Bin15:60-63.u64,Bin16:64-67.u64,Bin17:68-71.u64,Bin18:72-75.u64,Bin19:76-79.u64,Bin20:80-83.u64,Bin21:84-87.u64,Bin22:88-91.u64,Bin23:92-95.u64,Bin24:96-99.u64,Bin25:100-103.u64,Bin26:104-107.u64,Bin27:108-111.u64,Bin28:112-115.u64,Bin29:116-119.u64,Bin30:120-123.u64,Bin31:124-127.u64,Bin32:128-131.u64,Bin33:132-135.u64,Bin34:136-139.u64,Bin35:140-143.u64,Bin36:144-147.u64,Bin37:148-151.u64,Bin38:152-155.u64,Bin39:156-159.u64,Bin40:160-163.u64,Bin41:164-167.u64,Bin42:168-171.u64,Bin43:172-175.u64,Bin44:176-179.u64,Bin45:180-183.u64,Bin46:184-187.u64,Bin47:188-191.u64,Bin48:192-195.u64,Bin49:196-199.u64,Bin50:200-203.u64,Bin51:204-207.u64,Bin52:208-211.u64,Bin53:212-215.u64,Bin54:216-219.u64,Bin55:220-223.u64,Bin56:224-227.u64,Bin57:228-231.u64,Bin58:232-235.u64,Bin59:236-239.u64,Bin60:240-243.u64,Bin61:244-247.u64,Bin62:248-251.u64,Bin63:252-255.u64,Bin64:256-259.u64,Bin65:260-263.u64,Bin66:264-267.u64,Bin67:268-271.u64,Bin68:272-275.u64,Bin69:276-279.u64,Bin70:280-283.u64,Bin71:284-287.u64,Bin72:288-291.u64,Bin73:292-295.u64,Bin74:296-299.u64,Bin75:300-303.u64,Bin76:304-307.u64,Bin77:308-311.u64,Bin78:312-315.u64,Bin79:316-319.u64,Bin80:320-323.u64,Bin81:324-327.u64,Bin82:328-331.u64,Bin83:332-335.u64,Bin84:336-339.u64,Bin85:340-343.u64,Bin86:344-347.u64,Bin87:348-351.u64,Bin88:352-355.u64,Bin89:356-359.u64,Bin90:360-363.u64,Bin91:364-367.u64,Bin92:368-371.u64,Bin93:372-375.u64,Bin94:376-379.u64,Bin95:380-383.u64,Bin96:384-387.u64,Bin97:388-391.u64,Bin98:392-395.u64,Bin99:396-399.u64,Bin100:400-403.u64,Bin101:404-407.u64,Bin102:408-411.u64,Bin103:412-415.u64,Bin104:416-419.u64,Bin105:420-423.u64,Bin106:424-427.u64,Bin107:428-431.u64,Bin108:432-435.u64,Bin109:436-439.u64,Bin110:440-443.u64,Bin111:444-447.u64,Bin112:448-451.u64,Bin113:452-455.u64,Bin114:456-459.u64,Bin115:460-463.u64,Bin116:464-467.u64,Bin117:468-471.u64,Bin118:472-475.u64,Bin119:476-479.u64,Bin120:480-483.u64,Bin121:484-487.u64,Bin122:488-491.u64,Bin123:492-495.u64,Bin124:496-499.u64,Bin125:500-503.u64,Bin126:504-507.u64,Bin127:508-511.u64,Bin32:2048-2111.u64,Bin33:2112-2175.u64,Bin34:2176-2239.u64,Bin35:2240-2303.u64,Bin36:2304-2367.u64,Bin37:2368-2431.u64,Bin38:2432-2495.u64,Bin39:2496-2559.u64,Bin40:2560-2623.u64,Bin41:2624-2687.u64,Bin42:2688-2751.u64,Bin43:2752-2815.u64,Bin44:2816-2879.u64,Bin45:2880-2943.u64,Bin46:2944-3007.u64,Bin47:3008-3071.u64,Bin48:3072-3135.u64,Bin49:3136-3199.u64,Bin50:3200-3263.u64,Bin51:3264-3327.u64,Bin52:3328-3391.u64,Bin53:3392-3455.u64,Bin54:3456-3519.u64,Bin55:3520-3583.u64,Bin56:3584-3647.u64,Bin57:3648-3711.u64,Bin58:3712-3775.u64,Bin59:3776-3839.u64,Bin60:3840-3903.u64,Bin61:3904-3967.u64,Bin62:3968-4031.u64,Bin63:4032-4095.u64,Bin64:4096-4159.u64,Bin65:4160-4223.u64,Bin66:4224-4287.u64,Bin67:4288-4351.u64,Bin68:4352-4415.u64,Bin69:4416-4479.u64,Bin70:4480-4543.u64,Bin71:4544-4607.u64,Bin72:4608-4671.u64,Bin73:4672-4735.u64,Bin74:4736-4799.u64,Bin75:4800-4863.u64,Bin76:4864-4927.u64,Bin77:4928-4991.u64,Bin78:4992-5055.u64,Bin79:5056-5119.u64,Bin80:5120-5183.u64,Bin81:5184-5247.u64,Bin82:5248-5311.u64,Bin83:5312-5375.u64,Bin84:5376-5439.u64,Bin85:5440-5503.u64,Bin86:5504-5567.u64,Bin87:5568-5631.u64,Bin88:5632-5695.u64,Bin89:5696-5759.u64,Bin90:5760-5823.u64,Bin91:5824-5887.u64,Bin92:5888-5951.u64,Bin93:5952-6015.u64,Bin94:6016-6079.u64,Bin95:6080-6143.u64,Bin96:6144-6207.u64,Bin97:6208-6271.u64,Bin98:6272-6335.u64,Bin99:6336-6399.u64,Bin100:6400-6463.u64,Bin101:6464-6527.u64,Bin102:6528-6591.u64,Bin103:6592-6655.u64,Bin104:6656-6719.u64,Bin105:6720-6783.u64,Bin106:6784-6847.u64,Bin107:6848-6911.u64,Bin108:6912-6975.u64,Bin109:6976-7039.u64,Bin110:7040-7103.u64,Bin111:7104-7167.u64,Bin112:7168-7231.u64,Bin113:7232-7295.u64,Bin114:7296-7359.u64,Bin115:7360-7423.u64,Bin116:7424-7487.u64,Bin117:7488-7551.u64,Bin118:7552-7615.u64,Bin119:7616-7679.u64,Bin120:7680-7743.u64,Bin121:7744-7807.u64,Bin122:7808-7871.u64,Bin123:7872-7935.u64,Bin124:7936-7999.u64,Bin125:8000-8063.u64,Bin126:8064-8127.u64,Bin127:8128-8191.u64,Bin128:8192-8255.u64,Bin129:8256-8319.u64,Bin130:8320-8383.u64,Bin131:8384-8447.u64,Bin132:8448-8511.u64,Bin133:8512-8575.u64,Bin134:8576-8639.u64,Bin135:8640-8703.u64,Bin136:8704-8767.u64,Bin137:8768-8831.u64,Bin138:8832-8895.u64,Bin139:8896-8959.u64,Bin140:8960-9023.u64,Bin141:9024-9087.u64,Bin142:9088-9151.u64,Bin143:9152-9215.u64,Bin144:9216-9279.u64,Bin145:9280-9343.u64,Bin146:9344-9407.u64,Bin147:9408-9471.u64,Bin148:9472-9535.u64,Bin149:9536-9599.u64,Bin150:9600-9663.u64,Bin151:9664-9727.u64,Bin152:9728-9791.u64,Bin153:9792-9855.u64,Bin154:9856-9919.u64,Bin155:9920-9983.u64,Bin156:9984-10047.u64,Bin157:10048-10111.u64,Bin158:10112-10175.u64,Bin159:10176-10239.u64,Bin160:10240-10303.u64,Bin161:10304-10367.u64,Bin162:10368-10431.u64,Bin163:10432-10495.u64,Bin164:10496-10559.u64,Bin165:10560-10623.u64,Bin166:10624-10687.u64,Bin167:10688-10751.u64,Bin168:10752-10815.u64,Bin169:10816-10879.u64,Bin170:10880-10943.u64,Bin171:10944-11007.u64,Bin172:11008-11071.u64,Bin173:11072-11135.u64,Bin174:11136-11199.u64,Bin175:11200-11263.u64,Bin176:11264-11327.u64,Bin177:11328-11391.u64,Bin178:11392-11455.u64,Bin179:11456-11519.u64,Bin180:11520-11583.u64,Bin181:11584-11647.u64,Bin182:11648-11711.u64,Bin183:11712-11775.u64,Bin184:11776-11839.u64,Bin185:11840-11903.u64,Bin186:11904-11967.u64,Bin187:11968-12031.u64,Bin188:12032-12095.u64,Bin189:12096-12159.u64,Bin190:12160-12223.u64,Bin191:12224-12287.u64,Bin192:12288-12351.u64,Bin193:12352-12415.u64,Bin194:12416-12479.u64,Bin195:12480-12543.u64,Bin196:12544-12607.u64,Bin197:12608-12671.u64,Bin198:12672-12735.u64,Bin199:12736-12799.u64,Bin200:12800-12863.u64,Bin201:12864-12927.u64,Bin202:12928-12991.u64,Bin203:12992-13055.u64,Bin204:13056-13119.u64,Bin205:13120-13183.u64,Bin206:13184-13247.u64,Bin207:13248-13311.u64,Bin208:13312-13375.u64,Bin209:13376-13439.u64,Bin210:13440-13503.u64,Bin211:13504-13567.u64,Bin212:13568-13631.u64,Bin213:13632-13695.u64,Bin214:13696-13759.u64,Bin215:13760-13823.u64,Bin216:13824-13887.u64,Bin217:13888-13951.u64,Bin218:13952-14015.u64,Bin219:14016-14079.u64,Bin220:14080-14143.u64,Bin221:14144-14207.u64,Bin222:14208-14271.u64,Bin223:14272-14335.u64,Bin224:14336-14399.u64,Bin225:14400-14463.u64,Bin226:14464-14527.u64,Bin227:14528-14591.u64,Bin228:14592-14655.u64,Bin229:14656-14719.u64,Bin230:14720-14783.u64,Bin231:14784-14847.u64,Bin232:14848-14911.u64,Bin233:14912-14975.u64,Bin234:14976-15039.u64,Bin235:15040-15103.u64,Bin236:15104-15167.u64,Bin237:15168-15231.u64,Bin238:15232-15295.u64,Bin239:15296-15359.u64,Bin240:15360-15423.u64,Bin241:15424-15487.u64,Bin242:15488-15551.u64,Bin243:15552-15615.u64,Bin244:15616-15679.u64,Bin245:15680-15743.u64,Bin246:15744-15807.u64,Bin247:15808-15871.u64,Bin248:15872-15935.u64,Bin249:15936-15999.u64,Bin250:16000-16063.u64,Bin251:16064-16127.u64,Bin252:16128-16191.u64,Bin253:16192-16255.u64,Bin254:16256-16319.u64,Bin255:16320-16383.u64
pe0_core2_l1,MSHR_occupancy,,Histogram,2000000000,0,0,63,1,64,280959,11335433,64,4000000,888,0,1030,3983432,6828,286,28,540,20,54,40,34,20,553,59,36,50,36,10,888,16,12,24,7,27,26,44,956,12,8,24,8,20,16,8,977,9,24,28,8,24,27,61,890,60,7,45,7,9,28,16,1100,7,29,8,28,8,14,8,1362,8,12,8,8,8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pe0_core6_l1,MSHR_occupancy,,Histogram,2000000000,0,0,63,1,64,287649,11543817,64,4000000,922,0,1488,3982893,6467,526,16,624,12,16,12,206,20,20,28,102,90,318,56,632,28,332,24,20,26,60,36,910,36,8,8,7,21,32,8,994,5,11,51,9,6,46,68,938,44,8,44,8,8,28,8,1094,36,8,15,21,8,7,13,1364,8,8,7,13,8,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pe0_core10_l1,MSHR_occupancy,,Histogram,2000000000,0,0,63,1,64,262555,10471739,64,4000000,1004,0,260,3984310,7354,250,8,50,24,262,254,304,52,54,60,23,49,90,266,600,8,44,23,21,92,52,76,798,20,32,8,28,32,28,68,858,68,8,44,16,16,28,8,836,8,8,28,8,30,82,7,903,8,8,8,12,80,8,8,1248,8,12,8,8,8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pe0_core3_l1,MSHR_occupancy,,Histogram,2000000000,0,0,63,1,64,283599,11402617,64,4000000,928,0,1140,3983356,6150,822,26,618,11,17,20,130,21,398,41,35,67,80,66,834,60,48,28,8,24,33,13,984,28,8,16,7,21,24,8,978,8,16,28,8,31,21,60,912,46,8,28,6,10,44,8,1132,8,11,9,28,8,11,9,1366,8,12,8,8,8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pe0_core7_l1,MSHR_occupancy,,Histogram,2000000000,0,0,63,1,64,286449,11558743,64,4000000,860,0,1600,3983979,5577,210,26,622,12,16,12,198,20,20,28,112,82,324,56,644,22,342,8,20,8,68,41,899,28,8,8,8,36,24,7,993,8,8,60,10,8,28,68,990,39,9,11,1,16,28,8,1109,13,8,8,7,37,8,8,1392,8,8,7,13,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pe0_core5_l1,MSHR_occupancy,,Histogram,2000000000,0,0,63,1,64,288245,11539167,64,4000000,964,0,1360,3981795,8011,178,12,617,23,8,20,258,28,42,19,151,92,272,28,712,20,234,24,28,60,19,17,942,36,8,8,7,21,32,8,994,5,11,52,6,10,34,70,930,44,5,30,1,16,36,8,1103,11,36,8,8,8,20,10,1390,8,12,8,8,8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pe0_core11_l1,MSHR_occupancy,,Histogram,2000000000,0,0,63,1,64,265766,10647354,64,4000000,878,0,370,3984722,6166,876,8,12,24,278,56,462,36,168,36,7,35,108,108,772,7,53,24,20,8,68,112,830,19,33,8,7,21,32,88,874,52,8,43,9,31,29,8,758,20,44,28,8,8,44,26,929,9,16,8,35,9,8,8,1350,8,12,8,8,8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pe0_core13_l1,MSHR_occupancy,,Histogram,2000000000,0,0,63,1,64,271358,10902888,64,4000000,970,0,590,3983572,7027,837,7,119,20,218,70,260,52,414,20,8,18,70,52,814,23,21,56,20,8,51,8,874,45,68,8,8,52,8,8,812,86,23,45,8,68,28,8,752,52,8,52,9,9,31,12,1085,8,8,8,12,10,8,20,1348,8,12,8,8,8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
