case_id,case_label,run_tag,memory_model_family,memory_graph_type,dominant_home_access_class,dominant_home_stack_id,tier_local_home_total_demands,same_xy_cross_tier_total_demands,remote_home_total_demands,tier_local_home_service_deficit_attribution,same_xy_cross_tier_service_deficit_attribution,remote_home_service_deficit_attribution,active_stack_utilization,most_pressured_stack_id,most_pressured_stack_service_deficit,most_pressured_controller_service_deficit_proxy,stack_memory_request_skew,stack_service_deficit_skew,memory_requests_total,vertical_hops_ratio,remote_home_ratio
full_3d,Full 3D,task_p0p3_canonical_runtime_smoke,hbm_like,memHierarchy_shared_stack,remote_home,0,512,512,1024,264.0,264.0,528.0,1.0,1,397,99.25,1.0104302477183833,1.033181522446324,3068,0.7457627118644068,0.5
full_3d_monolithic_proxy,Full 3D + Monolithic Proxy,task_p0p3_canonical_runtime_smoke,monolithic_like,memHierarchy_tier_local_stack,same_xy_cross_tier,4,512,1344,192,0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,6144,0.0,0.0
