case_id,run_tag,runtime_enabled,control_mode,case_role,hotspot_driver_status,hotspot_temperature_source,runtime_state_source,thermal_input_source_kind,hotspot_threshold_c,hotspot_threshold_source,runtime_peak_temperature_c,hotspot_peak_temperature_c,hotspot_peak_delta_c,runtime_avg_temperature_c,hotspot_avg_temperature_c,hotspot_avg_delta_c,runtime_hotspot_block_count,hotspot_block_count,hotspot_block_delta,runtime_hotspot_layer_count,hotspot_layer_count,hotspot_layer_delta
full_3d,authority_native_source_20260401,False,observe_only,runtime_smoke,ran,hotspot_steady_temp,thermal_hooks,,70.0,effective_config.thermal.hotspot_threshold_c,0.0,45.02000000000004,-45.02000000000004,0.0,45.02000000000023,-45.02000000000023,0,0,0,0,0,0
full_3d_runtime_adaptive,authority_native_source_20260401,True,adaptive_control,runtime_smoke,ran,hotspot_steady_temp,thermal_hooks,,70.0,effective_config.thermal.hotspot_threshold_c,0.0,45.03000000000003,-45.03000000000003,0.0,45.029999999999966,-45.029999999999966,0,0,0,0,0,0
