matrix_group,compare_kind,run_tag,row_family,base_case_id,compare_case_id,progression_signature,window_route_anchor_axis,runtime_compare_anchor_axis,dominant_endpoint_pressure_side,pe_nic_pressure_score,synapse_pressure_score,dominant_memory_axis,dominant_memory_axis_raw_value,dominant_memory_axis_score,dominant_backlog_region,dominant_home_access_class,base_memory_pressure_proxy_source,compare_memory_pressure_proxy_source,memory_pressure_proxy_source_transition,base_most_pressured_controller_backpressure_proxy,compare_most_pressured_controller_backpressure_proxy,most_pressured_controller_backpressure_proxy_delta,base_most_pressured_controller_memory_pressure_proxy,compare_most_pressured_controller_memory_pressure_proxy,most_pressured_controller_memory_pressure_proxy_delta,controller_pressure_narrative,dataflow_controller_alignment_transition,same_controller_overlap_delta,same_stack_overlap_delta,joint_interpretation
,traffic_mem_bundle_vs_direct,archsum_matrix_smoke,route_memory_joint_pressure,full_3d,full_3d_tile_bundle_v3,controller_outstanding -> unavailable -> memory_barrier_coupling_proxy,controller_outstanding,memory_barrier_coupling_proxy,pe_nic,79117,71961,controller_memory_pressure_proxy,3.8785499999999997,581.7824999999999,unavailable,same_xy_cross_tier,backpressure,backpressure,backpressure->backpressure,5.24045,9.119,3.8785499999999997,5.24045,9.119,3.8785499999999997,"backpressure-backed composite (source=backpressure->backpressure, backpressure-delta=3.879, composite-delta=3.879)",stable,0,0,"traffic_mem_bundle_vs_direct is dominated by pe_nic endpoint pressure, controller_memory_pressure_proxy on the memory side, backlog centered on unavailable, home-access=same_xy_cross_tier, controller-pressure=backpressure-backed composite (source=backpressure->backpressure, backpressure-delta=3.879, composite-delta=3.879), and same-controller overlap stays flat."
,traffic_mem_monolithic_vs_hbm,archsum_matrix_smoke,route_memory_joint_pressure,full_3d,full_3d_monolithic_proxy,controller_outstanding -> unavailable -> memory_barrier_coupling_proxy,controller_outstanding,memory_barrier_coupling_proxy,mixed,64215,64215,controller_memory_pressure_proxy,5.0215,753.2249999999999,unavailable,same_xy_cross_tier,backpressure,backpressure,backpressure->backpressure,5.24045,0.21895,-5.0215,5.24045,0.21895,-5.0215,"backpressure-backed composite (source=backpressure->backpressure, backpressure-delta=-5.021, composite-delta=-5.021)",alignment_improved,0,0,"traffic_mem_monolithic_vs_hbm is dominated by mixed endpoint pressure, controller_memory_pressure_proxy on the memory side, backlog centered on unavailable, home-access=same_xy_cross_tier, controller-pressure=backpressure-backed composite (source=backpressure->backpressure, backpressure-delta=-5.021, composite-delta=-5.021), and same-controller overlap stays flat."
