mapping_score_delta,same_home_stack_ratio_delta,vertical_target_ratio_delta,vertical_hops_ratio_delta,remote_home_ratio_delta,route_memory_overlap_delta,vertical_link_pressure_delta,thermal_hotspot_score_delta,stack_hotspot_penalty_delta,vertical_bandwidth_budget_delta,tsv_miv_budget_pressure_delta,power_density_score_delta,reliability_penalty_delta,remap_epoch_delta,homeroute_adjustment_count_delta,thermal_guard_actions_delta,base_case_id,compare_case_id,route_thermal_coupling_score_delta,memory_thermal_coupling_proxy_delta,route_barrier_coupling_proxy_delta,memory_barrier_coupling_proxy_delta,closed_loop_candidate_delta,base_control_decision,compare_control_decision,base_control_decision_source,compare_control_decision_source,decision_source_transition,base_control_artifact_path,compare_control_artifact_path,base_control_trigger_signals,compare_control_trigger_signals,base_closed_loop_candidate,compare_closed_loop_candidate,base_memory_nmc_mechanism_signal_available,compare_memory_nmc_mechanism_signal_available,base_memory_nmc_mechanism_pressure_proxy,compare_memory_nmc_mechanism_pressure_proxy,memory_nmc_mechanism_pressure_proxy_delta,base_dominant_dataflow_initiator_kind,compare_dominant_dataflow_initiator_kind,dominant_dataflow_initiator_kind_transition,base_runtime_pressure_transfer_kind,compare_runtime_pressure_transfer_kind,runtime_pressure_transfer_kind_transition,base_home_stack_controller_pressure_authority,compare_home_stack_controller_pressure_authority,home_stack_controller_pressure_authority_transition,base_home_stack_runtime_authority_available,compare_home_stack_runtime_authority_available,compare_kind,run_tag,step_budget,stop_at,spike_budget_label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,full_3d_snn_window,full_3d_snn_window_runtime_adaptive,0.0,0.0,0.0,0.0,0,disabled,executed_control,,hybrid,none->hybrid,,/home/xgy/remote/snn3dexp/analysis/full_3d_snn_window_runtime_adaptive/task_fixed_step_4_10us/runtime_control_next_window.json,[],"['dominant_dataflow_initiator_kind', 'memory_barrier_coupling_proxy', 'memory_nmc_mechanism_pressure_proxy', 'memory_thermal_coupling_proxy', 'route_memory_overlap', 'runtime_pressure_transfer_kind', 'stack_hotspot_penalty', 'vertical_link_pressure']",True,True,True,True,0.25,0.25,0.0,pe_nic_to_home_stack,pe_nic_to_home_stack,pe_nic_to_home_stack->pe_nic_to_home_stack,runtime_class_unresolved,runtime_class_unresolved,runtime_class_unresolved->runtime_class_unresolved,runtime_controller,runtime_controller,runtime_controller->runtime_controller,True,True,window_runtime_adaptive_vs_direct,task_fixed_step_4_10us,4,10us,default
