compare_kind,run_tag,step_budget,stop_at,spike_budget_label,base_case_id,compare_case_id,base_control_decision,compare_control_decision,base_control_decision_source,compare_control_decision_source,base_control_artifact_path,compare_control_artifact_path,base_control_trigger_signals,compare_control_trigger_signals,base_executed_control,compare_executed_control,memory_thermal_coupling_proxy_delta,memory_barrier_coupling_proxy_delta,hottest_layer_peak_c_delta,hottest_tile_peak_c_delta
window_runtime_adaptive_vs_direct,task_fixed_step_4_10us,4,10us,default,full_3d_snn_window,full_3d_snn_window_runtime_adaptive,disabled,executed_control,,hybrid,,/home/xgy/remote/snn3dexp/analysis/full_3d_snn_window_runtime_adaptive/task_fixed_step_4_10us/runtime_control_next_window.json,[],"['memory_barrier_coupling_proxy', 'memory_thermal_coupling_proxy', 'route_memory_overlap', 'stack_hotspot_penalty', 'vertical_link_pressure']",False,True,0.0,0.0,0.35849999900000284,0.35849999900000284
