domain,level,groups,segments_total,payload_bytes_total,line_count_total,payload_utilization_global,avg_payload_bytes_per_line_global,avg_segments_per_group,avg_edges_per_segment_global,multi_line_segment_ratio_global,max_edges_per_segment_global
static_all_pres,core,320.0,8919792.0,163840000.0,9066941.0,0.28234439818236384,18.070041483671286,27874.35,4.59203532997182,0.016496909344971274,31.0
static_all_pres,pe,16.0,2385413.0,163840000.0,4465413.0,0.5732952360733486,36.69089510869431,149088.3125,17.171030760711037,0.06707433890902749,218.0
static_all_pres,block2x2,4.0,639997.0,163840000.0,2831570.0,0.9040920761273781,57.8618928721522,159999.25,64.00030000140626,0.2590527768098913,239.0
window_active_pres,core,320.0,108232.0,469704.0,108232.0,0.06780919691034075,4.339788602261808,338.225,1.084947150565452,0.0,5.0
window_active_pres,pe,16.0,56630.0,469704.0,56630.0,0.12959782800635705,8.294260992406851,3539.375,2.073565248101713,0.0,9.0
window_active_pres,block2x2,4.0,18773.0,469704.0,18775.0,0.3908988015978695,25.017523302263648,4693.25,6.255047142172269,0.00010653598252809886,17.0
