matrix_group,compare_kind,run_tag,row_family,runtime_compare_kind,route_compare_kind,route_compare_case_id,route_dominant_memory_axis,route_controller_pressure_narrative,route_memory_pressure_proxy_source,compare_control_decision,compare_control_decision_source,compare_control_trigger_signals_csv,trigger_alignment,dominant_runtime_axis,memory_thermal_coupling_proxy_delta,memory_barrier_coupling_proxy_delta,homeroute_adjustment_count_delta,thermal_guard_actions_delta,closure_interpretation
,,,runtime_control_closure,runtime_adaptive_vs_full_3d,traffic_mem_monolithic_vs_hbm,full_3d_monolithic_proxy,reliability_penalty,"secondary controller pressure (source=unavailable, backpressure-delta=0.000, composite-delta=0.000)",,executed_control,hybrid,route_memory_overlap|stack_hotspot_penalty|vertical_link_pressure,unclosed_or_unavailable,thermal_guard_actions,0.0,0.0,2.0,2.0,"pressure -> runtime decision -> outcome: traffic_mem_monolithic_vs_hbm exposes secondary controller pressure (source=unavailable, backpressure-delta=0.000, composite-delta=0.000); runtime runtime_adaptive_vs_full_3d selects executed_control via hybrid, triggers=route_memory_overlap|stack_hotspot_penalty|vertical_link_pressure, and lands on thermal_guard_actions (memory_thermal_delta=0.000, memory_barrier_delta=0.000, homeroute_delta=2.000, thermal_guard_delta=2.000); alignment=unclosed_or_unavailable."
